search_term,country,location,author_name,author_title,author_url,post_url,post_text,post_date,scraped_date
BIM infrastructure tunnel,United States,USA,N/A,"DIGITAL SKILLS FOR SUSTAINABLE SOCIETAL TRANSITIONS
DIGITAL SKILLS FOR SUSTAINABLE SOCIETAL TRANSITIONS",https://www.linkedin.com/in/nastaran-rahmanpour-145754230,N/A,"Bridging the gap between BIM and GIS, I am working on a workflow that combines Grasshopper (Rhino) for parametric tunnel modeling with ArcGIS WebGIS dashboards for risk visualization and data-driven decision-making.
This integration allows:
✅ Automated tunnel modeling with BIM data
✅ Risk mapping and infrastructure monitoring in GIS
✅ A foundation for future Digital Twin development for infrastructure assets
📌 Tools: Grasshopper, Rhino 3D, ArcGIS Experience Builder, Python
📌 Focus: Parametric mo","3 semanas 
 
hace 3 semanas",2025-09-01 15:13:03
BIM infrastructure tunnel,United States,United States,N/A,"Civil Engineer: Project Engineer|QA-QC Engineer|Handing Over Engineer| MMUP/UPDA Certified, Lead Auditor QMS ISO 9001:2015
Civil Engineer: Project Engineer|QA-QC Engineer|Handing Over Engineer| MMUP/UPDA Certified, Lead Auditor QMS ISO 9001:2015",https://www.linkedin.com/in/arsalanbasheer,N/A,"HOW A TUNNEL BORING MACHINE (TBM) WORKS❓
The operation of a TBM is based on the following key components and processes:
1➖ Cutterhead: The front end is equipped with cutting discs, drill bits, and other tools, breaking up the earth or rock.
2➖ Advancement: Hydraulic jacks push the machine forward, causing the cutterhead to advance and excavate the tunnel.
3➖ Overburden Removal: The excavated material is transported backward by a conveyor belt or auger and then removed from the tunnel.
4➖ Lining:","2 semanas 
 
hace 2 semanas",2025-09-01 15:13:04
BIM infrastructure tunnel,United States,USA,N/A,"Civil and Transportation Engineer | Design | Machine Learning and ITS
Civil and Transportation Engineer | Design | Machine Learning and ITS",https://www.linkedin.com/in/ali-mousavi-090573177,N/A,"I often see LinkedIn bios packed with titles: civil engineer, bridge designer, tunnel expert, BIM specialist, logistics planner, machine learning researcher, sustainability strategist…

But the question is: HOW?

I’ve even met some of them, just months into the job, already claiming “experience in infrastructure design.” Is this genuine expertise or just résumé inflation to catch recruiters’ eyes?

Does stacking titles build credibility or damage it?


hashtag
#CivilEngineering 
hashtag
#CareerG","6 días 
 
hace 6 días",2025-09-01 15:14:09
BIM infrastructure tunnel,United States,United States,N/A,"Advocate for Preventive Construction: Helping contractors and owners to cut rework and delays with AR #contech
Advocate for Preventive Construction: Helping contractors and owners to cut rework and delays with AR #contech",https://www.linkedin.com/in/caner-dolas,N/A,"🚧 PORR Group / pde Integrale Planung is one of our first customers and the first major company we teamed up with. So, every time I meet up with them, it feels like going home to meet friends and family. 
This time Florian Radl, Lisa Wronski, Oliver Philips and I went to visit the 𝗦𝗲𝗺𝗺𝗲𝗿𝗶𝗻𝗴 𝗕𝗮𝘀𝗲 𝗧𝘂𝗻𝗻𝗲𝗹 and show the field teams best practice around using GAMMA AR for tunnel construction projects and to demonstrate our latest 𝗚𝗡𝗦𝗦 𝗽𝗼𝘀𝗶𝘁𝗶𝗼𝗻𝗶𝗻𝗴 𝗰𝗮𝗽𝗮𝗯𝗶𝗹𝗶𝘁𝗶𝗲𝘀. 

It was also great to walk with Ioana Lau","3 semanas 
 
hace 3 semanas",2025-09-01 15:14:09
BIM infrastructure tunnel,United States,EEUU,N/A,"I Build Careers! | Recruitment | Employer Branding | Candidate & Employee Experience |Recruitment Analytics | Change Management | Campus Relations
I Build Careers! | Recruitment | Employer Branding | Candidate & Employee Experience |Recruitment Analytics | Change Management | Campus Relations",https://www.linkedin.com/in/uzmajafri,N/A,"Hello Linkedin CAD Designers,

I am actively hiring for a CAD Designer to join the BIM/Information Digital Delivery team.

We are seeking someone that has experience in infrastructure construction projects - tunnel/transit projects experience is a huge plus. 

Apply below for immediate consideration.

Jatin Maheshwary, P.Eng. Saurabh S Jha","1 mes 
 
hace 1 mes",2025-09-01 15:14:22
BIM infrastructure tunnel,United States,USA,N/A,"SYNCHRO 4D & Project wise - Sales Engineer@Bentley Systems | IND | 4D BIM | 5D BIM | Digital Construction
SYNCHRO 4D & Project wise - Sales Engineer@Bentley Systems | IND | 4D BIM | 5D BIM | Digital Construction",https://www.linkedin.com/in/prateek-singh-905142104,N/A,"Hear from the experts Arth team Pioneering Technology in Construction | BIM | Digital Transformation on their experience in Tunnel & metro Station projects using 
hashtag
#4DBIM 
hashtag
#5DBIM 
hashtag
#digitalconstructions. 

 Prasanjeet Biswas brings over a decade of experience in the Architecture, Engineering, and Construction (AEC) industry. Prasanjeet is recognized for his deep expertise in digital delivery, resource optimization, and operations management. Thank you for accepting our Invi","1 año 
 
hace 1 año",2025-09-01 15:14:22
Revit,United States,EEUU,N/A,"BIM Coordinator @ WSP in India | Driving BIM Implementation
BIM Coordinator @ WSP in India | Driving BIM Implementation",https://www.linkedin.com/in/kausik-biswas-gmice%E2%94%82amie-b9b5bb95,N/A,"🚀 Exciting times ahead in building design as Revit meets AI! 🧠🏗️

The fusion of Artificial Intelligence (AI) with Autodesk Revit is revolutionizing how we approach designing, constructing, and maintaining our physical spaces. This powerful integration is reshaping the landscape of the built environment.

AI's marriage with Revit brings forth a multitude of advancements, ranging from generative design and intelligent clash detection to streamlining documentation, conducting energy analyses, and e","5 días 
 
hace 5 días",2025-09-01 15:14:50
Revit,United States,USA,N/A,"Founder and Managing Director of IVY - MSc BIM Management and Integrated Digital Delivery
Founder and Managing Director of IVY - MSc BIM Management and Integrated Digital Delivery",https://www.linkedin.com/in/tala-damra,N/A,"Please cross out BIM before your title as an architect or engineer.

If you know how to use Revit (or similar) but don’t know how to read a BEP or not familiar with the granularity of information, you’re a Revit Operator, not a BIM Engineer.

BIM is a process.
Revit is a tool.

Stop confusing the two. 

And honestly, the word BIM is better crossed out before your title as an architect or engineer, always.","1 día 
 
hace 1 día",2025-09-01 15:14:50
Revit,United States,USA,N/A,"PHE & FF BIM MODELER SCAN TO BIM PROJECT DETAILS MRO HANGER BOM063 DATA CENTER -AS BUILD AGRA AIRPORT NOIDA INTERNATIONAL AIRPORT WADI ALL FOR HILLS DEVELOPMENT ( Qatar)
PHE & FF BIM MODELER SCAN TO BIM PROJECT DETAILS MRO HANGER BOM063 DATA CENTER -AS BUILD AGRA AIRPORT NOIDA INTERNATIONAL AIRPORT WADI ALL FOR HILLS DEVELOPMENT ( Qatar)",https://www.linkedin.com/in/jashan-deep-2b5b392bb,N/A,"Difference between BIM 360 and Revit with a simple explanation. 

🔹1. What is Revit?

Revit is a BIM (Building Information Modeling) software developed by Autodesk.

It’s mainly used by architects, engineers, and BIM modelers for creating 3D models, drawings, schedules, and clash detection.

Works on your computer (desktop application).

Used for design, modeling, drafting, and documentation.


✅ Example: Designing a hospital building in 3D with Revit.


🔹2. What is BIM 360?

BIM 360 is a cloud-","4 días 
 
hace 4 días",2025-09-01 15:15:25
Revit,United States,EEUU,N/A,"Co-Founder & CTO At Caliber training & Services
Co-Founder & CTO At Caliber training & Services",https://www.linkedin.com/in/sumit-aggarwal-cts,N/A,"Imagine designing a building today that updates itself automatically every time you make a change. That’s the power of Revit Architecture—and why learning it is no longer optional.
The best part? You don’t have to sit in a classroom for months. With Revit Architecture online training, you can master BIM skills from anywhere, at your own pace.
👉 In our latest guide, we explore:
Why Revit is the future of architecture & construction
How a Revit Architecture Online Course opens global career doors
","1 semana 
 
hace 1 semana",2025-09-01 15:15:25
Revit,United States,Estados Unidos,N/A,"MEP BIM Modeler Associate Designer at TATA Consulting Engineers Limited, Pune, Maharashtra
MEP BIM Modeler Associate Designer at TATA Consulting Engineers Limited, Pune, Maharashtra",https://www.linkedin.com/in/abhishek-kumar-singh-3174312a6,N/A,"Difference between BIM 360 and Revit with a simple explanation. 

🔹1. What is Revit?

Revit is a BIM (Building Information Modeling) software developed by Autodesk.

It’s mainly used by architects, engineers, and BIM modelers for creating 3D models, drawings, schedules, and clash detection.

Works on your computer (desktop application).

Used for design, modeling, drafting, and documentation.


✅ Example: Designing a hospital building in 3D with Revit.


🔹2. What is BIM 360?

BIM 360 is a cloud-","6 días 
 
hace 6 días",2025-09-01 15:16:07
Revit,United States,EEUU,N/A,"25 seguidores
25 seguidores",https://www.linkedin.com/company/caddesk-dilsukhnagar/posts,N/A,"✨ Build Your Future with Revit Architecture!

Take the next step in your career with CAD DESK, Dilsukhnagar – the Best Revit Architecture Training Institute in Hyderabad. With 100% Placement Assistance, expert faculty, ISO certification, and live projects, we prepare you to excel in the competitive architecture and BIM industry.

🎯 Why Choose Us?
 ✔ Best Revit Architecture Course in Dilsukhnagar Hyderabad
 ✔ Industry-focused curriculum with hands-on training
 ✔ Expert guidance & career support

","1 semana 
 
hace 1 semana",2025-09-01 15:16:07
Revit,United States,Estados Unidos,N/A,"272 seguidores
272 seguidores",https://www.linkedin.com/company/collective-aec/posts,N/A,"Why Mastering Revit Is a Game-Changer

In today’s fast-paced AEC industry, efficiency isn’t optional - it’s the difference between hitting deadlines and losing opportunities.

Firms that master Revit don’t just draft; they:
 - Deliver projects faster
 - Cut down costly redlines
 - Collaborate smarter with teams & consultants
 - Build long-term ROI through smoother workflows

Bottom line: Revit mastery isn’t just about software - it’s about transforming the way you deliver projects.

- Read the f","5 días 
 
hace 5 días",2025-09-01 15:16:07
Revit,United States,United States,N/A,"63.727 seguidores
63.727 seguidores",https://www.linkedin.com/school/novatr/posts,N/A,"Revit is changing the game for architects.
From creating stunning visualizations to enabling real-time collaboration and sustainability analysis, Revit skills make you stand out in a competitive job market.
Want to learn Revit + 15 BIM tools in just 7 months and future-proof your career? Check the article below.


hashtag
#Revit 
hashtag
#BIM 
hashtag
#ArchitectureDesign 
hashtag
#AEC 
hashtag
#DigitalConstruction 
hashtag
#RevitArchitecture 
hashtag
#ConstructionTechnology 
hashtag
#BIMTraining","2 días 
 
hace 2 días",2025-09-01 15:16:08
Civil Engineer,United States,EEUU,N/A,"#OpentoWork
#OpentoWork",https://www.linkedin.com/in/parisa-davoudi,N/A,"به تغییرات همیشه به چشم یک فرصت نگاه می‌کنم. امروز آماده‌ام فصل جدیدی از مسیر حرفه‌ای خودم رو در حوزه‌ی مهندسی عمران و مدیریت مدارک مهندسی (DCC) آغاز کنم و تجربه‌هام رو در کنار تیم‌های رو به رشد به کار بگیرم. اگر فرصت یا پیشنهادی در این زمینه می‌شناسید، خیلی خوشحال می‌شم در ارتباط باشیم.

About me & what I’m looking for:
💼 I’m looking for Civil Engineer and Document Control Specialist roles.
🌎 I’m open to roles in Iran and Tehran Province.
⭐ I’ve previously worked at Monenco Iran Consulting Engi","1 día 
 
hace 1 día",2025-09-01 15:16:45
Civil Engineer,United States,USA,N/A,"Building PEB Structures with DM INFRA SOLUTIONS || PEB Turnkey Project || Project Consultant ll NICMAR || NMIMS
Building PEB Structures with DM INFRA SOLUTIONS || PEB Turnkey Project || Project Consultant ll NICMAR || NMIMS",https://www.linkedin.com/in/monil-patidar-239584158,N/A,"We’re Hiring | Civil Site Engineer

Dimo Infra Solutions is looking for a dedicated and experienced Civil Engineer to join our on-site execution team for ongoing industrial and infrastructure projects.

Location: PAN India 
Experience: 1–4 years (site execution experience preferred)
Role: Full-time, on-site
Key Responsibilities:
 • Oversee day-to-day civil site execution
 • Coordinate with contractors, vendors, and consultants
 • Ensure quality, safety, and timely progress as per drawings
 • Mai","3 días 
 
hace 3 días",2025-09-01 15:16:46
Civil Engineer,United States,United States,N/A,"🎯 website Design | Strategy | Brand Help | Seo Expert 🚀 Gulf Job Hiring Partner |graphic design 🎞️ Video Editing Expert | 💼 LinkedIn Growth + Lead Gen | 🌍 Helping Clients Get Talent & Traffic
🎯 website Design | Strategy | Brand Help | Seo Expert 🚀 Gulf Job Hiring Partner |graphic design 🎞️ Video Editing Expert | 💼 LinkedIn Growth + Lead Gen | 🌍 Helping Clients Get Talent & Traffic",https://www.linkedin.com/in/md-ibrahim-5bb7b829a,N/A,"Hiring Now – Civil Engineer for Cyprus 🇨🇾

💼 Position: Civil Engineer (Fresher, 1 yr exp.)
💰 Salary: USD 1500 + Free Accommodation
🕒 Duty: 8 hrs/day, 5 days/week | Overtime as per company policy

📍 Location: Cyprus

✅ Selection: Online Interview
✅ Process Time: 4 weeks after Offer Letter

📌 Required Documents:

CV

Passport Copy

Degree (Civil Engineering)

Experience Letter

Passport Photo



📞 Apply Now!

Call: +91 9742644298 (Mohammed Ibrahim)


hashtag
#jobs 
hashtag
#urgentlyhiring 
hashtag","3 días 
 
hace 3 días",2025-09-01 15:16:57
Civil Engineer,United States,EEUU,N/A,"Chief Executive Officer at GNT PAGE | Empowering Growth | Expanding Networks | Unlocking Talent | Expert in Hiring for Pharma (Formulation & API), Chemicals, Agrochemicals, Retail, FMCG,Electrical & Electronic Industries
Chief Executive Officer at GNT PAGE | Empowering Growth | Expanding Networks | Unlocking Talent | Expert in Hiring for Pharma (Formulation & API), Chemicals, Agrochemicals, Retail, FMCG,Electrical & Electronic Industries",https://www.linkedin.com/in/gajendra-nath-tiwari-9857770077,N/A,"🚨 We’re Hiring – Manager / Sr. Manager (Civil – Projects & Maintenance)
 Join a leading Chemicals & API manufacturing company in North India to lead civil infrastructure projects, plant maintenance, and CAPEX initiatives. The role demands expertise in project planning, execution, safety compliance, and contractor management, ensuring timely and quality delivery. If you’re a Civil Engineer with strong leadership skills and experience in large-scale industrial projects, we’d love to connect!
📩 App","5 horas 
 
hace 5 horas",2025-09-01 15:16:57
Civil Engineer,United States,United States,N/A,"Consulting Geologist & Soil Consultant
Consulting Geologist & Soil Consultant",https://www.linkedin.com/in/ehab-arafa,N/A,"🚨 We’re Hiring – Geologists & Civil Engineers 🚨

A leading Engineering Consultancy Firm specialized in Soil, Materials, and Ground Improvement is seeking experienced professionals to join our team for a Mega Project in Egypt.

🔹 Geologists
🔹 Civil Engineers

✅ Requirements:

Solid experience in geotechnical engineering, soil, materials, and ground improvement.

Strong technical reporting and site supervision skills.

Previous work with reputable consultancy firms is an advantage.

Residents of C","6 días 
 
hace 6 días",2025-09-01 15:17:18
Civil Engineer,United States,Estados Unidos,N/A,"Head of Business Operation at Asian Powertec Co. Ltd. Electrical Engineer, MIEB, M-IENG, BELB Certified-ABC |Entrepreneur|ElectricalConsultant| Substation|BBT|Generator|Solar|Battery|UPS,AVR|SLD,LPS|Electrical Testing
Head of Business Operation at Asian Powertec Co. Ltd. Electrical Engineer, MIEB, M-IENG, BELB Certified-ABC |Entrepreneur|ElectricalConsultant| Substation|BBT|Generator|Solar|Battery|UPS,AVR|SLD,LPS|Electrical Testing",https://www.linkedin.com/in/engr-md-jamal-munsi-5a79188a,N/A,"Hiring alert!
Collected.


We’re Hiring! 

Civil Engineer

📚 Education:

B.Sc in Civil Engineering

Diploma in Civil Engineering

💼 Experience:

1 to 3 years in a relevant position

(Freshers are also encouraged to apply)

✅ Requirements:

Proficiency in AutoCAD, MS Excel, MS Word.

Experience in Civil Construction Projects and ability to manage project works will get preference.

Strong communication, leadership & interpersonal skills.

Ability to work independently under pressure.

Expertise i","2 días 
 
hace 2 días",2025-09-01 15:17:29
Structural Designer,United States,Estados Unidos,N/A,"Design Department Manager at Abbott-Action Packaging
Design Department Manager at Abbott-Action Packaging",https://www.linkedin.com/in/brian-labianca-7774a4249,N/A,"Abbott-Action PKG is 
hashtag
#hiring a Sr. Structural Designer Know anyone who might be interested?","1 semana 
 
hace 1 semana",2025-09-01 15:18:00
Structural Designer,United States,USA,N/A,"Sr-Manager Talent Acquisition Evoke HR /Medtronic/Asian Paints/Dishman Group at FlexAbility | RPO Initiative of ABC/AMS | DB Healthcare | IMS People Possible
Sr-Manager Talent Acquisition Evoke HR /Medtronic/Asian Paints/Dishman Group at FlexAbility | RPO Initiative of ABC/AMS | DB Healthcare | IMS People Possible",https://www.linkedin.com/in/kevin-paul-hr-ta-08b357194,N/A,"🚨 We’re Hiring! 🚨
 Position: Civil & Structural Designer (3D & 2D Modeling)
 📍 Location: Vadodara & Chennai
 🕒 Experience: 8–15 Years
 🏭 Industry: Oil & Gas
Are you an experienced Civil & Structural Designer ready to take on challenging industrial projects in the Oil & Gas sector? We're looking for talented professionals to join our growing team and help deliver high-quality structural designs using cutting-edge tools.
Key Responsibilities:
Develop precise 3D models of civil & structural compone","2 semanas 
 
hace 2 semanas",2025-09-01 15:18:16
Structural Designer,United States,EEUU,N/A,"Talent Acquisition Specialist- Global Projects at Hanwha Ocean. Specializing in multinational services, IT, Oil & Gas recruitment, Vendor Management, Project Management.
Talent Acquisition Specialist- Global Projects at Hanwha Ocean. Specializing in multinational services, IT, Oil & Gas recruitment, Vendor Management, Project Management.",https://www.linkedin.com/in/mani-awasthi-4299a528b,N/A,"Check out this job at Hanwha Ocean: Structural Designer


hashtag
#Hiring 
hashtag
#Jobs 
hashtag
#OilandGas 
hashtag
#Engineer 
hashtag
#Designer","3 días 
 
hace 3 días",2025-09-01 15:18:54
Structural Designer,United States,United States,N/A,"8.227 seguidores
8.227 seguidores",https://www.linkedin.com/company/the-mrl-group/posts,N/A,"We’re 
hashtag
#hiring a new Creative Packaging & Corrugate Structural Designer in United States. Apply today or share this post with your network.","2 semanas 
 
hace 2 semanas",2025-09-01 15:19:05
Structural Designer,United States,Estados Unidos,N/A,"Award winning Author, Consultant, Researcher and Mentor
Award winning Author, Consultant, Researcher and Mentor",https://www.linkedin.com/in/dr-subramanian-ph-d-fnae-f-asce-m-aci-narayanan-998b7a1,N/A,"I am posting this for the benefit of Engineers who are seeking jobs. Do not reply to me, as I don't know the person.
apply directly!

For the Reputed office of Structural Designer - Requires 
1. *Site Engineers* - 2-5 Years Experience for Rcc and Steel Steuctures, including Experience of Repairs, Retrofitting and Restoration 
2. ⁠*Structural Designer For Office* - Experience 2-5 Years, Fresh M.Tech. Can also apply 
3. ⁠*Acad Operator* - 2-3 years of Experience, Freshers Can also Apply
*Note :* F","2 semanas 
 
hace 2 semanas",2025-09-01 15:20:04
Structural Designer,United States,Estados Unidos,N/A,"Technical Office Manager - BG - CONSULTANCY
Technical Office Manager - BG - CONSULTANCY",https://www.linkedin.com/in/mahmoud-alaraby-5337461a1,N/A,"Good evening, dear friends.
I have a potential opportunity for a structural designer at a well-respected consultancy office in Riyadh. The position is through a direct recommendation from a close friend, on the condition that the candidate is highly skilled and has over ten years of experience.

Several people have contacted me recently about a similar opportunity, so if you had previously reached out, please message me again as I don’t recall exactly who got in touch

مساء الخير حبايبنا قدامي ف","4 semanas 
 
hace 0 meses",2025-09-01 15:20:17
Structural Designer,United States,Estados Unidos,N/A,"30.332 seguidores
30.332 seguidores",https://www.linkedin.com/company/ariesmarine-and-egineering-services/posts,N/A,"Are you a talented Structural Designer looking for your next challenge? We want to hear from you!

We're currently expanding our team and have exciting opportunities for passionate and skilled professionals at all levels:

- Sr. Structural Designers
- Structural Designers
- Jr. Structural Designers

Join us and work on innovative projects primarily focused on the Marine, Oil & Gas, and Offshore sectors. If you have a passion for designing robust and safe structures in these challenging environme","1 semana 
 
hace 1 semana",2025-09-01 15:20:17
Structural Designer,United States,United States,N/A,"Global Talent Acquisition Expert | Freelance Technical & Executive Recruiter |Remote & On-Demand Hiring Specialist| HR Operations | Data Management | Head Hunter
Global Talent Acquisition Expert | Freelance Technical & Executive Recruiter |Remote & On-Demand Hiring Specialist| HR Operations | Data Management | Head Hunter",https://www.linkedin.com/in/saba-tajamal-420a722b8,N/A,"hashtag
#PositionClosed
Job Title: Structural Designer Engineer
Location: G-5 Islamabad
 Job Type: Full-time 
 Department: Engineering / Design
 Reports To: Structural Engineering Manager / Lead Engineer
Job Summary:
We are seeking an experienced Structural Designer with a strong background in the BIM and transmission industry to join our engineering team. The ideal candidate will be responsible for preparing structural drawings and models for power-related infrastructure, including substations,","2 semanas 
 
hace 2 semanas",2025-09-01 15:20:28
Revit Modeler,United States,United States,N/A,"President/Sr. Principal - Structural Engineering at BROCKETTE/DAVIS/DRAKE, INC.
President/Sr. Principal - Structural Engineering at BROCKETTE/DAVIS/DRAKE, INC.",https://www.linkedin.com/in/cody-campbell-208243a,N/A,We are looking for great REVIT modelers to work on some world-class projects! Please apply if you are interested in joining our teams in Dallas or Austin.,"1 semana 
 
hace 1 semana",2025-09-01 15:20:54
Revit Modeler,United States,United States,N/A,"HR Professional
HR Professional",https://www.linkedin.com/in/jarrar-haider-731509102,N/A,"🚨 Exciting Career Opportunity Alert! 🚨

We are thrilled to announce that Zameen Developments is hiring for our Lahore Office.

Open Position: MEP Revit Modeler

Why Join Us?
🚀 Work with a team of industry experts in a fast-growing organisation.
🏗️ Exciting real estate and construction projects.
📈 Opportunities for career growth and professional development.
💼 Competitive salary and benefits.

If you're ready to take your career to the next level, we'd love to hear from you! Apply now or tag some","2 semanas 
 
hace 2 semanas",2025-09-01 15:20:54
Revit Modeler,United States,EEUU,N/A,"BIM Engineer | Architectural Engineer | PEC Registered Engineer
BIM Engineer | Architectural Engineer | PEC Registered Engineer",https://www.linkedin.com/in/zunaira-shahbaz-a1033b156,N/A,"Revit Expert for Architectural Modeling

Seeking expert Revit modelers for detailed architectural modeling projects. Must be skilled in 3D interior modeling in Revit, proficient with Revit families, and capable of editing families as needed. This is a remote opportunity requiring availability and dedication. You are encouraged to apply if you have the necessary skills.




hashtag
#Hiring 
hashtag
#BIM 
hashtag
#Revit 
hashtag
#RevitModeler 
hashtag
#3DModeling 
hashtag
#RevitExpert 
hashtag
#BI","5 días 
 
hace 5 días",2025-09-01 15:21:32
Revit Modeler,United States,USA,N/A,"25 seguidores
25 seguidores",https://www.linkedin.com/company/caddesk-dilsukhnagar/posts,N/A,"🚀 Kickstart Your Career with Revit Architecture!

Looking to build a strong foundation in architecture and BIM technology?
 Join the Best Revit Architecture Course in Hyderabad at CADDESK, the #1 training institute trusted by thousands of students!

🌟 Why Choose Us?
 ✅ Industry-Ready Curriculum
 ✅ 100% Placement Assistance
 ✅ Expert Mentors
 ✅ Practical Training with Real-Time Projects
💼 Whether you're a student or a professional, mastering Revit opens the door to top architecture and constructi","4 semanas 
 
hace 0 meses",2025-09-01 15:21:32
Revit Modeler,United States,EEUU,N/A,"BIM Lead / Coordinator
BIM Lead / Coordinator",https://www.linkedin.com/in/sindal-nath-4459411a4,N/A,"🚨 We’re Hiring – Mechanical CAD Draftsman + Revit Modeler 🚨

📍 Location: Abu Dhabi, UAE

🏢 Company: Ian Banham & Associates

🕒 Immediate Join (1 Nos)


Requirements:

Minimum 2 years of experience

Proficiency in AutoCAD, Revit, and Navisworks

Strong knowledge in preparing schematics & shop drawings on AutoCAD

Excellent skills in Revit Modeling

Key Responsibilities:

Preparing and developing schematic drawings using AutoCAD

Producing detailed shop drawings in AutoCAD

Creating and managing R","1 semana 
 
hace 1 semana",2025-09-01 15:21:33
Revit Modeler,United States,Estados Unidos,N/A,"7+ Years in HR | Talent Acquisition| | The HR who will definitely ""Get back to you""| Share CV'S at rajat.pathania@intelligentconsultingengineers.com|
7+ Years in HR | Talent Acquisition| | The HR who will definitely ""Get back to you""| Share CV'S at rajat.pathania@intelligentconsultingengineers.com|",https://www.linkedin.com/in/rajat-pathania-bb9933165,N/A,"Work from home🌟We’re Hiring: Revit Electrical Modelers🌟at Intelligent Consulting Engineers (ICE)

📍Permanent Work From Home Opportunity.
 
5 day week(Monday to Friday).

Are you a skilled Revit Electrical Modeler with experience in international projects and looking for a long-term, remote opportunity?

Join our growing team and work directly with us on exciting, large-scale projects!

🔌 What We’re Looking For:
✔️ Excellent Communication skills.
 ✔️ 5-8 years of experience in BIM.
 ✔️ Strong exp","4 días 
 
hace 4 días",2025-09-01 15:21:33
Revit Modeler,United States,United States,N/A,"89 seguidores
89 seguidores",https://www.linkedin.com/company/creative-cadd/posts,N/A,"🎓 Kickstart Your Career with Revit MEP Course!
 Looking to build a future in Building Information Modeling (BIM), MEP Engineering, or CAD design? Creative CADD Hyderabad's #1 Training Institute is here to help you take that first step with confidence.
🚀 Enroll in our Revit MEP Course
 Gain hands-on skills in Revit MEP, 3D modeling, and BIM software, with industry-relevant training and real-world experience.
✨ What you get:
 ✅ Expert-led Revit MEP training
 ✅ 100% Placement Assistance
 ✅ Industry","4 semanas 
 
hace 0 meses",2025-09-01 15:21:33
Revit Modeler,United States,Estados Unidos,N/A,"BIM Modeler
BIM Modeler",https://www.linkedin.com/in/kyaw-tay-zar-moe-633bb3b5,N/A,"📢 Paid Mentorship & Support for Revit MEP Modelers from Myanmar 🇲🇲

Are you a BIM Modeler working with Revit MEP and facing challenges like:

🔧 Family creation and modification issues?
📐 Modeling errors that slow you down?
📄 Confusion with parameters or project standards?

I’m now offering mentorship and technical support to help Revit MEP professionals from Myanmar solve their problems faster and improve their skills with confidence.

💡 What I can help with:
✅ Revit MEP Family creation and trou","3 semanas 
 
hace 3 semanas",2025-09-01 15:21:33
Revit Modeler,United States,EEUU,N/A,"25 seguidores
25 seguidores",https://www.linkedin.com/company/caddesk-dilsukhnagar/posts,N/A,"🚀 Start Your Career with the Best Revit Architecture Course in Dilsukhnagar, Hyderabad 🏗️
Looking to build a future in architecture and design? Join CAD DESK, Hyderabad’s #1 Training Institute, for the Best Revit Architecture Course in Dilsukhnagar with 100% Placement Assistance.

✅ Learn industry-demand skills in Revit Architecture
 ✅ Hands-on training from expert faculty
 ✅ Placement support to kickstart your career
 ✅ Advanced software and practical project guidance

🎯 Whether you’re a studen","2 semanas 
 
hace 2 semanas",2025-09-01 15:21:45
BIM infrastructure tunnel,United States,USA,N/A,"DIGITAL SKILLS FOR SUSTAINABLE SOCIETAL TRANSITIONS
DIGITAL SKILLS FOR SUSTAINABLE SOCIETAL TRANSITIONS",https://www.linkedin.com/in/nastaran-rahmanpour-145754230,N/A,"Bridging the gap between BIM and GIS, I am working on a workflow that combines Grasshopper (Rhino) for parametric tunnel modeling with ArcGIS WebGIS dashboards for risk visualization and data-driven decision-making.
This integration allows:
✅ Automated tunnel modeling with BIM data
✅ Risk mapping and infrastructure monitoring in GIS
✅ A foundation for future Digital Twin development for infrastructure assets
📌 Tools: Grasshopper, Rhino 3D, ArcGIS Experience Builder, Python
📌 Focus: Parametric mo","3 semanas 
 
hace 3 semanas",2025-09-01 15:23:03
BIM infrastructure tunnel,United States,Estados Unidos,N/A,"Civil Engineer: Project Engineer|QA-QC Engineer|Handing Over Engineer| MMUP/UPDA Certified, Lead Auditor QMS ISO 9001:2015
Civil Engineer: Project Engineer|QA-QC Engineer|Handing Over Engineer| MMUP/UPDA Certified, Lead Auditor QMS ISO 9001:2015",https://www.linkedin.com/in/arsalanbasheer,N/A,"HOW A TUNNEL BORING MACHINE (TBM) WORKS❓
The operation of a TBM is based on the following key components and processes:
1➖ Cutterhead: The front end is equipped with cutting discs, drill bits, and other tools, breaking up the earth or rock.
2➖ Advancement: Hydraulic jacks push the machine forward, causing the cutterhead to advance and excavate the tunnel.
3➖ Overburden Removal: The excavated material is transported backward by a conveyor belt or auger and then removed from the tunnel.
4➖ Lining:","2 semanas 
 
hace 2 semanas",2025-09-01 15:23:04
BIM infrastructure tunnel,United States,EEUU,N/A,"Civil and Transportation Engineer | Design | Machine Learning and ITS
Civil and Transportation Engineer | Design | Machine Learning and ITS",https://www.linkedin.com/in/ali-mousavi-090573177,N/A,"I often see LinkedIn bios packed with titles: civil engineer, bridge designer, tunnel expert, BIM specialist, logistics planner, machine learning researcher, sustainability strategist…

But the question is: HOW?

I’ve even met some of them, just months into the job, already claiming “experience in infrastructure design.” Is this genuine expertise or just résumé inflation to catch recruiters’ eyes?

Does stacking titles build credibility or damage it?


hashtag
#CivilEngineering 
hashtag
#CareerG","6 días 
 
hace 6 días",2025-09-01 15:24:07
